,web-scraper-order,web-scraper-start-url,name,address,description,review_cat,price,no_reviews,Latitude,Longitude,total_distance,distance_score,no_reviews_num
153,1732027472-161,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Hotel Scheuble,"Muehlegasse 17, Zurich, Switzerland","Hotel Scheuble Zurich is only a short walk from Zentralbibliothek, and features a bureau de change and a lift onsite. The hotel provides a private parking garage for CHF 30…",Excellent,159 CHF,(2926 reviews),47.3744223,8.5449496,10.998824325350428,5,2926
154,1732027472-162,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,"Neues Schloss Privat Hotel Zurich, Autograph Collection","Stockerstrasse 17, Zurich, Switzerland","Nestled in the immediate vicinity of a lake, the 5-star Neues Schloss Privat Hotel Zurich, Autograph Collection features a sundeck and various recreational opportunities. The smoke-free hotel is…",Excellent,384 CHF,(187 reviews),47.3654755,8.535915473,11.447600615350328,4,187
155,1732027472-163,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Hotel Krone Unterstrass,"Schaffhauserstrasse 1, Zurich, Switzerland",The comfortable 4-star Hotel Krone Unterstrass Zurich is merely an 8-minute walk from Flussbad Oberer Letten Outdoor Swimming Pool and offers a currency exchange and a cash machine.,Excellent,193 CHF,(3808 reviews),47.38804085,8.539007831,11.845011951350669,4,3808
156,1732027472-164,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Courtyard By Marriott Zurich North,"Max-Bill-Platz 19, Zurich, Switzerland","Offering 152 rooms, the comfortable Courtyard By Marriott Zurich North Hotel is close to a business district and at a distance of 6 km from Lake Zurich. Highlights at this…",Good,225 CHF,(1090 reviews),47.41431955,8.541077866,13.87647371335057,2,1090
157,1732027472-165,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Hotel Kindli,"Pfalzgasse 1, Zurich, Switzerland","The 3-star Hotel Kindli Zurich is located just a few steps from a financial district, at a distance of 1 km from Kongresshaus Zurich Convention Center. Featuring 20 rooms…",Excellent,309 CHF,(325 reviews),47.3724267,8.5406434,10.974636925350374,5,325
158,1732027472-166,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Hotel Limmathof,"Limmatquai 142, Zurich, Switzerland",Hotel Limmathof Zurich is around a 5-minute walk from Limmat and provides guests with a lift and a vending machine. This 2-star hotel features Wi-Fi in the…,Good,140 CHF,(962 reviews),47.3764427,8.544159773,11.040892655350389,4,962
159,1732027472-167,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Saint Georges Hotel,"Weberstrasse 11, Zurich, Switzerland","Located 15 km from Kloten airport, the 2-star Saint Georges Hotel Zurich features airport transfer service and car rentals for guests to take advantage of. The smoke-free hotel…",Excellent,114 CHF,(1894 reviews),47.37072945,8.528125829,11.8332641213504,4,1894
160,1732027472-168,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Sorell Hotel St. Peter,"In Gassen 10, Zurich, Switzerland","Located within 5 minutes' walk of the Romanesque-style Protestant church ""Grossmunster"", the 4-star Sorell Hotel St. Peter Zurich offers fitness classes, a terrace, and a shared lounge. This…",Excellent,268 CHF,(1446 reviews),47.37085145,8.540517702,10.984198041350371,5,1446
161,1732027472-169,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Ibis Zuerich City West,"Schiffbaustrasse 11, Zurich, Switzerland","A 10-minute drive from Old Town, the 3-star Ibis Zurich City West hotel offers a lift, a snack and drink vending machine. This Zurich hotel also includes a…",Good,143 CHF,(2135 reviews),47.3890558,8.5171575,13.561509725350518,2,2135
162,1732027472-170,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Trip Inn Zurich Hotel,"Hohlstrasse 18, Zurich, Switzerland","Offering a Chinese garden, Trip Inn Zurich Hotel welcomes guests in the heart of Zurich, 3.4 km from Zoo Zurich. The hotel also provides Wi-Fi available throughout the property.",Good,109 CHF,(3721 reviews),47.3770674,8.5277016,11.984581925350472,4,3721
